Date,Qobs,P,Epot,Temp
28-01-91,14.00,0.000,2.10,13.2
29-01-91,13.50,0.000,2.00,12.3
30-01-91,13.00,0.000,1.95,11.5
31-01-91,12.50,0.000,1.94,11.6
01-02-91,12.00,0.000,1.95,11.9
02-02-91,12.00,0.000,1.99,11.7
03-02-91,12.00,0.000,1.88,10.3
04-02-91,11.60,0.000,1.98,12.0
05-02-91,11.60,0.000,1.97,11.0
06-02-91,11.20,0.000,2.06,11.7
07-02-91,11.20,0.000,2.13,12.0
08-02-91,11.20,0.000,2.23,13.2
09-02-91,10.90,0.000,2.25,13.1
10-02-91,10.50,0.000,2.32,14.6
11-02-91,10.50,0.000,2.42,15.2
12-02-91,10.10,0.000,2.45,14.8
13-02-91,10.10,0.000,2.45,14.4
14-02-91,9.72,0.000,2.41,13.4
15-02-91,9.72,0.000,2.50,13.8
16-02-91,9.34,0.000,2.25,11.4
17-02-91,8.96,0.000,2.55,13.7
18-02-91,8.58,0.000,2.55,15.8
19-02-91,8.20,0.000,2.52,13.9
20-02-91,8.20,0.000,2.64,14.8
21-02-91,7.93,0.000,2.74,15.1
22-02-91,7.93,0.000,2.83,15.7
23-02-91,7.66,0.000,2.51,14.2
24-02-91,7.66,0.000,2.73,14.9
25-02-91,7.93,0.000,2.55,13.8
26-02-91,8.11,0.000,1.99,8.7
27-02-91,8.71,3.448,2.52,13.3
28-02-91,10.40,1.386,2.56,13.7
01-03-91,10.10,0.000,2.65,13.8
02-03-91,9.34,0.000,2.73,14.2
03-03-91,8.96,0.000,2.81,15.1
04-03-91,8.58,0.000,2.92,16.5
05-03-91,8.96,6.503,2.34,11.9
06-03-91,18.20,1.564,2.63,13.8
07-03-91,14.50,0.000,2.75,14.1
08-03-91,11.60,0.000,2.89,16.4
09-03-91,10.90,0.000,3.05,17.4
10-03-91,10.10,0.000,3.09,17.2
11-03-91,9.09,0.000,3.12,17.2
12-03-91,8.33,0.000,3.04,15.7
13-03-91,7.66,0.000,3.03,16.5
14-03-91,7.39,0.070,3.04,16.8
15-03-91,7.12,0.000,3.12,17.0
16-03-91,6.85,0.000,3.20,17.5
17-03-91,6.58,0.000,3.24,17.9
18-03-91,6.31,0.000,3.38,19.3
19-03-91,6.04,0.000,3.42,19.7
20-03-91,5.77,0.000,3.49,19.8
21-03-91,5.50,0.000,3.51,19.0
22-03-91,5.50,0.000,3.31,18.6
23-03-91,5.45,0.000,3.32,18.4
24-03-91,6.49,6.516,2.83,13.9
25-03-91,8.53,1.262,2.89,13.1
26-03-91,8.96,0.000,3.07,15.0
27-03-91,7.48,0.000,3.22,16.5
28-03-91,7.12,0.000,3.42,18.2
29-03-91,6.85,0.000,3.44,18.5
30-03-91,6.58,0.000,3.63,20.2
31-03-91,6.58,0.690,3.55,20.1
01-04-91,100.00,26.726,3.75,19.0
02-04-91,55.60,0.000,3.88,20.1
03-04-91,24.30,0.000,4.01,20.9
04-04-91,15.50,0.000,3.95,19.4
05-04-91,12.00,0.000,4.00,19.7
06-04-91,10.50,0.000,3.97,19.7
07-04-91,9.59,0.000,3.88,18.0
08-04-91,8.96,0.000,4.00,18.6
09-04-91,8.58,0.000,3.50,15.2
10-04-91,12.00,3.933,3.77,16.8
11-04-91,11.20,0.000,3.77,16.2
12-04-91,9.34,0.000,3.94,17.4
13-04-91,7.93,0.000,4.04,18.3
14-04-91,7.30,0.000,4.06,18.4
15-04-91,6.85,0.000,4.33,19.9
16-04-91,6.04,0.000,4.34,19.9
17-04-91,5.47,0.000,4.25,18.8
18-04-91,5.45,0.000,4.19,18.4
19-04-91,5.40,0.000,4.02,17.4
20-04-91,5.25,0.000,4.19,18.3
21-04-91,5.25,0.000,4.28,19.1
22-04-91,5.20,0.000,4.35,19.7
23-04-91,5.15,0.000,4.43,20.3
24-04-91,5.10,1.334,4.55,21.5
25-04-91,5.87,2.030,4.23,18.9
26-04-91,5.57,0.000,4.43,20.7
27-04-91,5.35,0.000,4.36,20.7
28-04-91,5.95,0.000,4.30,20.6
29-04-91,5.48,0.924,4.30,20.8
30-04-91,7.12,2.606,4.29,21.1
01-05-91,6.76,5.380,4.46,22.2
02-05-91,12.50,2.310,4.48,21.3
03-05-91,19.10,10.404,3.98,17.5
04-05-91,13.50,1.748,4.44,20.7
05-05-91,10.70,0.000,4.50,21.9
06-05-91,10.10,0.000,4.53,22.1
07-05-91,8.71,0.000,4.57,22.7
08-05-91,7.48,0.000,4.74,23.8
09-05-91,7.12,6.363,4.73,23.6
10-05-91,11.90,0.000,4.80,23.7
11-05-91,6.58,0.966,4.66,22.6
12-05-91,7.21,0.000,4.57,21.4
13-05-91,5.59,0.000,4.60,21.6
14-05-91,5.37,0.000,4.70,22.6
15-05-91,5.25,0.414,4.84,24.5
16-05-91,5.25,1.886,4.34,20.3
17-05-91,5.23,0.000,4.63,22.5
18-05-91,5.37,7.543,4.51,20.5
19-05-91,13.00,0.280,4.55,21.2
20-05-91,7.45,9.914,4.43,20.0
21-05-91,50.20,0.230,4.78,22.9
22-05-91,37.70,6.228,4.58,21.3
23-05-91,48.50,2.888,4.58,20.4
24-05-91,53.60,0.000,4.86,22.5
25-05-91,47.10,0.140,4.95,23.7
26-05-91,42.80,0.280,4.97,23.8
27-05-91,239.90,33.360,4.90,23.2
28-05-91,131.00,14.411,5.08,24.1
29-05-91,178.10,13.082,5.01,23.5
30-05-91,207.00,26.033,5.03,23.5
31-05-91,109.00,9.567,4.79,20.2
01-06-91,105.00,1.312,4.80,20.4
02-06-91,69.40,1.288,4.92,21.0
03-06-91,62.20,1.470,5.06,22.9
04-06-91,48.70,0.000,5.02,22.7
05-06-91,162.50,12.282,5.15,23.9
06-06-91,65.10,1.978,5.20,24.1
07-06-91,223.00,24.219,5.11,23.3
08-06-91,102.00,0.023,5.15,23.8
09-06-91,108.00,0.490,5.12,23.4
10-06-91,130.00,53.600,5.02,23.1
11-06-91,592.00,1.454,4.96,22.7
12-06-91,102.00,8.122,5.05,23.2
13-06-91,269.00,12.591,4.95,22.8
14-06-91,157.00,9.859,4.96,23.1
15-06-91,136.00,2.602,5.21,24.8
16-06-91,244.00,14.453,5.17,24.4
17-06-91,352.00,2.834,5.04,23.6
18-06-91,267.00,2.764,4.91,23.0
19-06-91,163.00,0.741,4.96,23.5
20-06-91,153.00,1.338,4.98,23.9
21-06-91,147.00,5.523,5.05,24.3
22-06-91,213.00,0.700,4.86,23.2
23-06-91,131.00,2.478,4.98,24.0
24-06-91,145.00,0.448,5.02,24.7
25-06-91,120.00,1.040,4.75,22.4
26-06-91,138.00,3.166,4.76,22.9
27-06-91,213.00,0.140,4.98,24.5
28-06-91,142.00,0.000,4.95,24.4
29-06-91,138.00,0.000,5.04,25.1
30-06-91,128.00,1.952,4.74,23.4
01-07-91,145.00,9.705,4.94,24.5
02-07-91,179.00,12.274,4.89,24.1
03-07-91,273.00,1.114,4.79,23.9
04-07-91,301.00,12.747,4.78,23.7
05-07-91,365.00,14.179,4.80,23.6
06-07-91,518.00,26.068,4.88,24.2
07-07-91,691.00,19.750,4.54,21.8
08-07-91,718.00,11.551,4.91,24.4
09-07-91,649.00,7.993,4.75,23.4
10-07-91,478.00,1.244,5.01,24.6
11-07-91,625.00,32.981,4.86,23.7
12-07-91,369.00,1.324,4.90,23.8
13-07-91,339.00,24.033,4.97,24.1
14-07-91,583.00,91.413,5.08,25.0
15-07-91,1370.00,19.778,4.91,23.8
16-07-91,357.00,2.976,5.09,24.5
17-07-91,350.00,0.420,5.03,24.4
18-07-91,279.00,1.342,5.17,25.2
19-07-91,262.00,2.776,5.15,24.9
20-07-91,255.00,6.363,5.20,25.4
21-07-91,337.00,2.716,4.97,23.8
22-07-91,547.00,28.437,5.04,24.1
23-07-91,306.00,2.817,5.11,24.7
24-07-91,261.00,2.216,5.11,24.5
25-07-91,232.00,0.513,5.09,24.4
26-07-91,228.00,0.989,5.27,25.7
27-07-91,222.00,3.726,5.25,25.6
28-07-91,238.00,0.998,4.95,23.7
29-07-91,214.00,0.548,5.14,25.2
30-07-91,186.00,0.804,5.08,24.6
31-07-91,185.00,3.627,4.97,23.9
01-08-91,225.00,7.999,4.72,22.9
02-08-91,331.00,32.995,4.79,23.5
03-08-91,481.00,38.105,4.64,22.7
04-08-91,518.00,11.726,4.79,23.8
05-08-91,439.00,15.098,4.75,23.7
06-08-91,483.00,27.014,4.81,24.1
07-08-91,364.00,31.913,4.75,24.2
08-08-91,378.00,18.387,4.68,23.6
09-08-91,505.00,56.219,4.65,23.7
10-08-91,1070.00,28.823,4.58,23.4
11-08-91,396.00,11.695,4.62,24.1
12-08-91,348.00,3.276,4.40,22.8
13-08-91,297.00,4.545,4.68,24.7
14-08-91,298.00,15.789,4.60,24.5
15-08-91,827.00,44.833,4.58,24.4
16-08-91,733.00,13.121,4.39,23.2
17-08-91,521.00,31.453,4.31,22.8
18-08-91,495.00,18.120,4.42,23.8
19-08-91,532.00,13.057,4.45,24.1
20-08-91,393.00,1.586,4.41,24.0
21-08-91,309.00,0.000,4.62,25.9
22-08-91,292.00,7.207,4.36,23.9
23-08-91,254.00,0.154,4.42,24.6
24-08-91,234.00,7.161,4.41,24.4
25-08-91,255.00,6.643,4.34,23.9
26-08-91,272.00,31.563,4.37,24.4
27-08-91,520.00,33.844,4.19,23.3
28-08-91,746.00,41.370,4.28,23.8
29-08-91,525.00,25.373,4.33,24.2
30-08-91,382.00,6.054,4.16,23.1
31-08-91,381.00,6.353,4.25,23.7
01-09-91,420.00,8.462,4.02,22.5
02-09-91,625.00,21.843,4.11,23.2
03-09-91,477.00,7.737,4.30,24.7
04-09-91,442.00,9.337,4.14,23.6
05-09-91,422.00,2.658,4.06,23.0
06-09-91,388.00,14.634,4.15,23.7
07-09-91,349.00,7.073,4.08,23.3
08-09-91,446.00,12.957,4.10,23.1
09-09-91,453.00,4.200,4.02,22.9
10-09-91,441.00,14.263,4.10,23.2
11-09-91,391.00,31.214,4.21,24.2
12-09-91,580.00,11.437,4.04,23.0
13-09-91,354.00,1.953,4.01,23.0
14-09-91,365.00,5.170,4.05,23.0
15-09-91,378.00,2.496,3.94,22.5
16-09-91,420.00,12.749,3.98,22.9
17-09-91,315.00,5.815,3.92,22.4
18-09-91,271.00,0.000,3.97,22.5
19-09-91,237.00,0.000,4.00,23.2
20-09-91,187.00,0.000,4.01,23.6
21-09-91,182.00,0.000,3.99,23.6
22-09-91,171.00,0.000,3.95,23.6
23-09-91,157.00,0.000,3.92,23.3
24-09-91,162.00,0.000,3.82,22.7
25-09-91,149.00,0.000,3.74,22.2
26-09-91,253.00,10.168,3.75,22.9
27-09-91,225.00,0.000,3.73,22.9
28-09-91,178.00,0.000,3.70,23.0
29-09-91,128.00,0.000,3.70,23.6
30-09-91,131.00,0.000,3.60,22.7
01-10-91,121.00,0.000,3.47,23.4
02-10-91,217.00,6.363,3.42,23.0
03-10-91,201.00,0.000,3.40,23.2
04-10-91,197.00,0.000,3.33,23.2
05-10-91,186.00,0.000,3.17,20.8
06-10-91,241.00,7.623,3.09,21.0
07-10-91,198.00,2.864,3.15,22.1
08-10-91,212.00,0.000,3.11,21.5
09-10-91,177.00,0.000,3.01,20.6
10-10-91,162.00,0.000,3.01,20.5
11-10-91,155.00,0.000,3.05,21.1
12-10-91,147.00,0.000,3.01,21.0
13-10-91,144.00,0.000,2.94,20.2
14-10-91,140.00,0.000,2.79,18.7
15-10-91,135.00,0.000,2.78,18.5
16-10-91,130.00,0.000,2.91,21.0
17-10-91,126.00,0.000,2.89,20.5
18-10-91,122.00,0.000,2.84,19.9
19-10-91,119.00,0.000,2.82,19.7
20-10-91,116.00,0.000,2.72,18.5
21-10-91,113.00,0.000,2.72,19.1
22-10-91,111.00,0.000,2.58,17.6
23-10-91,106.00,0.000,2.67,18.5
24-10-91,101.00,0.000,2.69,18.7
25-10-91,97.30,0.000,2.60,17.3
26-10-91,92.50,0.000,2.52,16.4
27-10-91,90.40,0.000,2.55,17.2
28-10-91,86.70,0.000,2.54,16.7
29-10-91,83.50,0.000,2.52,16.5
30-10-91,80.30,0.000,2.51,16.3
31-10-91,77.60,0.000,2.52,16.8
01-11-91,76.00,0.000,2.50,15.9
02-11-91,73.90,0.000,2.41,15.3
03-11-91,70.70,0.000,2.41,15.7
04-11-91,68.00,0.000,2.43,16.1
05-11-91,65.30,0.000,2.40,15.5
06-11-91,63.20,0.000,2.38,15.1
07-11-91,61.60,0.000,2.34,16.1
08-11-91,60.00,0.000,2.27,14.4
09-11-91,58.40,0.000,2.32,15.0
10-11-91,56.80,0.000,2.20,13.6
11-11-91,55.20,0.000,2.13,13.5
12-11-91,52.50,0.046,2.29,15.3
13-11-91,50.80,0.000,2.24,14.3
14-11-91,49.20,0.000,2.23,14.5
15-11-91,48.00,0.000,2.19,14.4
16-11-91,46.00,0.000,2.11,13.7
17-11-91,44.80,0.000,2.15,14.0
18-11-91,43.60,0.000,2.13,14.2
19-11-91,42.80,0.000,2.01,12.7
20-11-91,41.20,0.000,1.91,12.0
21-11-91,40.00,0.000,1.89,12.4
22-11-91,39.70,0.000,1.86,12.2
23-11-91,39.00,0.000,1.92,13.1
24-11-91,39.00,0.000,1.96,13.4
25-11-91,38.00,0.000,1.86,12.8
26-11-91,36.70,0.000,1.86,12.7
27-11-91,36.00,0.000,1.87,13.1
28-11-91,35.00,0.000,1.80,12.4
29-11-91,34.30,0.000,1.79,12.7
30-11-91,34.00,0.000,1.76,12.4
01-12-91,33.00,0.000,1.64,10.8
02-12-91,31.70,0.000,1.53,9.5
03-12-91,31.00,0.000,1.45,9.0
04-12-91,30.00,0.000,1.69,10.9
05-12-91,29.20,0.000,1.66,11.0
06-12-91,28.70,0.000,1.70,11.3
07-12-91,28.10,0.000,1.75,11.9
08-12-91,27.60,0.000,1.72,11.7
09-12-91,27.30,0.000,1.65,10.9
10-12-91,26.30,0.000,1.76,12.4
11-12-91,25.50,0.000,1.66,10.9
12-12-91,24.70,0.000,1.69,11.4
13-12-91,24.40,0.000,1.71,11.3
14-12-91,23.60,0.000,1.73,11.8
15-12-91,22.80,0.000,1.77,11.6
16-12-91,22.50,0.000,1.82,12.5
17-12-91,22.00,0.000,1.85,12.7
18-12-91,21.40,0.000,1.91,13.3
19-12-91,20.80,0.000,1.79,12.3
20-12-91,20.80,0.000,1.73,11.4
21-12-91,20.20,0.000,1.67,10.9
22-12-91,20.20,0.000,1.62,11.5
23-12-91,20.80,0.000,1.66,11.4
24-12-91,20.20,0.000,1.57,9.9
25-12-91,21.40,1.538,1.57,10.9
26-12-91,143.30,22.648,1.46,8.5
27-12-91,42.50,0.000,1.45,8.5
28-12-91,29.70,0.000,1.58,10.4
29-12-91,26.30,0.000,1.54,9.2
30-12-91,24.40,0.000,1.41,7.7
31-12-91,23.60,0.000,1.38,6.9
01-01-92,22.80,0.000,1.36,6.3
02-01-92,21.60,0.000,1.37,6.7
03-01-92,20.80,0.000,1.47,7.7
04-01-92,20.60,0.000,1.54,7.8
05-01-92,20.20,0.000,1.57,8.7
06-01-92,19.60,0.000,1.45,7.6
07-01-92,19.20,0.000,1.58,9.3
08-01-92,18.80,0.000,1.71,10.0
09-01-92,18.40,0.000,1.56,8.8
10-01-92,17.80,0.000,1.67,10.1
11-01-92,17.80,0.000,1.49,7.8
12-01-92,19.80,1.472,1.63,10.2
13-01-92,20.20,0.000,1.66,10.1
14-01-92,19.20,0.000,1.77,11.7
15-01-92,18.60,0.000,1.80,11.6
16-01-92,17.80,0.000,1.69,10.5
17-01-92,17.20,0.000,1.67,9.8
18-01-92,16.60,0.000,1.63,9.7
19-01-92,16.00,0.000,1.73,11.5
20-01-92,20.20,2.016,1.69,10.5
21-01-92,19.00,0.000,1.71,11.3
22-01-92,18.40,0.000,1.74,11.2
23-01-92,18.40,0.000,1.60,9.0
24-01-92,17.80,0.000,1.65,9.2
25-01-92,17.60,0.000,1.77,10.8
26-01-92,17.20,0.000,1.90,12.7
27-01-92,16.80,0.000,1.88,12.7
28-01-92,16.20,0.000,1.94,12.8
29-01-92,16.00,0.000,2.05,13.4
30-01-92,15.60,0.000,2.00,13.0
31-01-92,15.70,0.000,1.65,9.4
01-02-92,16.40,1.104,1.93,12.2
02-02-92,16.60,0.000,1.88,12.4
03-02-92,15.90,0.000,1.96,12.8
04-02-92,15.50,0.000,1.83,10.0
05-02-92,15.40,0.000,1.77,9.5
06-02-92,15.00,0.000,1.98,11.7
07-02-92,16.70,6.425,1.78,10.2
08-02-92,23.60,1.472,1.86,9.6
09-02-92,22.30,0.000,1.99,10.5
10-02-92,19.40,0.000,2.01,10.9
11-02-92,18.80,0.000,2.01,10.6
12-02-92,17.40,0.000,2.06,11.8
13-02-92,16.80,0.000,2.07,11.4
14-02-92,16.00,0.000,2.20,11.8
15-02-92,15.70,0.000,2.22,11.7
16-02-92,15.40,0.000,2.24,11.7
17-02-92,15.00,0.000,2.19,10.6
18-02-92,14.60,0.000,2.03,9.2
19-02-92,14.20,0.000,2.18,10.3
20-02-92,13.80,0.000,2.38,12.8
21-02-92,13.50,0.000,2.34,11.6
22-02-92,13.50,0.000,2.38,11.7
23-02-92,13.30,0.000,2.33,11.7
24-02-92,12.90,0.000,2.14,9.4
25-02-92,12.70,0.184,2.11,9.2
26-02-92,12.50,0.000,2.28,10.7
27-02-92,13.30,0.000,2.23,11.0
28-02-92,13.00,0.000,2.43,12.4
29-02-92,13.00,0.000,2.62,13.3
01-03-92,12.70,0.000,2.88,15.7
02-03-92,12.70,0.000,2.93,15.6
03-03-92,12.70,0.000,2.97,16.2
04-03-92,12.40,0.000,2.94,16.1
05-03-92,12.40,0.000,2.94,15.8
06-03-92,12.10,0.000,2.92,15.4
07-03-92,12.00,0.000,3.12,17.2
08-03-92,11.70,0.000,2.93,15.6
09-03-92,11.50,0.000,3.08,16.6
10-03-92,11.20,0.000,2.98,16.0
11-03-92,11.10,0.000,3.05,16.2
12-03-92,10.90,0.000,2.92,15.4
13-03-92,10.90,0.000,3.15,17.3
14-03-92,10.60,0.000,3.26,18.5
15-03-92,10.60,0.000,3.08,16.9
16-03-92,10.30,0.000,3.04,15.9
17-03-92,10.00,0.000,3.01,15.9
18-03-92,10.00,0.000,3.04,16.3
19-03-92,10.00,0.000,3.15,16.7
20-03-92,10.00,0.000,3.23,17.4
21-03-92,10.00,0.046,3.40,19.0
22-03-92,9.87,0.000,3.55,20.1
23-03-92,9.80,0.000,3.46,19.5
24-03-92,9.80,0.000,3.47,18.9
25-03-92,9.60,0.000,3.60,19.9
26-03-92,9.60,0.000,3.71,20.4
27-03-92,9.53,0.000,3.72,19.9
28-03-92,9.40,0.000,3.80,20.5
29-03-92,9.40,0.000,3.79,20.9
30-03-92,9.27,0.000,3.69,19.1
31-03-92,9.20,0.000,3.79,21.0
01-04-92,9.20,0.000,3.84,18.7
02-04-92,9.00,0.000,3.68,17.3
03-04-92,9.00,0.000,3.96,19.0
04-04-92,8.87,0.000,3.92,18.9
05-04-92,8.80,0.000,3.96,18.8
06-04-92,8.80,0.000,4.17,20.2
07-04-92,8.73,0.000,4.32,20.8
08-04-92,8.60,0.000,4.40,21.5
09-04-92,8.60,0.000,4.43,21.4
10-04-92,8.53,0.000,4.55,22.0
11-04-92,8.40,0.000,4.70,23.6
12-04-92,9.27,0.000,4.69,23.1
13-04-92,9.27,0.000,4.74,22.5
14-04-92,8.95,0.000,4.59,21.1
15-04-92,8.72,0.000,4.54,21.1
16-04-92,8.49,0.000,4.36,19.5
17-04-92,8.38,0.000,4.43,20.1
18-04-92,8.32,0.000,4.35,20.1
19-04-92,8.43,1.323,4.51,20.7
20-04-92,8.49,0.000,4.61,21.9
21-04-92,8.66,0.000,4.74,23.0
22-04-92,8.60,0.000,4.84,24.2
23-04-92,8.55,0.000,4.66,22.6
24-04-92,8.72,0.000,4.49,20.7
25-04-92,8.49,0.000,4.55,21.5
26-04-92,8.32,0.000,4.64,22.4
27-04-92,8.32,0.138,4.26,20.4
28-04-92,18.49,7.734,4.17,19.7
29-04-92,8.55,1.330,4.22,20.0
30-04-92,41.50,18.659,3.91,17.9
01-05-92,72.80,13.807,4.24,19.7
02-05-92,112.90,30.083,3.97,17.1
03-05-92,56.80,8.941,4.08,18.5
04-05-92,26.80,2.024,4.14,19.1
05-05-92,21.90,1.400,4.19,18.9
06-05-92,16.70,0.000,4.36,20.2
07-05-92,13.80,0.000,4.50,21.2
08-05-92,12.50,0.000,4.45,21.0
09-05-92,11.20,0.000,4.56,22.5
10-05-92,10.60,0.276,4.49,21.4
11-05-92,13.50,4.102,4.54,22.2
12-05-92,62.50,10.371,4.68,22.7
13-05-92,54.50,9.072,4.65,22.5
14-05-92,55.20,9.492,4.28,20.7
15-05-92,44.00,5.156,4.27,19.9
16-05-92,32.00,7.496,4.70,22.8
17-05-92,30.00,5.473,4.72,22.5
18-05-92,20.70,3.232,4.65,21.0
19-05-92,14.30,1.120,4.79,22.3
20-05-92,12.50,1.050,4.82,22.3
21-05-92,11.90,0.966,4.49,19.0
22-05-92,11.20,3.682,4.31,18.7
23-05-92,15.30,0.373,4.42,19.4
24-05-92,13.50,1.932,4.67,21.0
25-05-92,114.70,15.813,4.20,17.9
26-05-92,50.00,1.570,4.52,19.8
27-05-92,25.10,4.022,4.61,20.5
28-05-92,17.50,0.690,4.75,21.5
29-05-92,16.10,0.046,4.86,21.7
30-05-92,13.80,0.000,5.13,23.9
31-05-92,13.20,0.000,5.06,22.6
01-06-92,12.30,0.000,5.07,21.7
02-06-92,11.30,0.000,5.21,22.4
03-06-92,10.00,0.000,5.28,23.0
04-06-92,9.40,0.000,5.40,24.5
05-06-92,8.83,1.953,5.29,24.3
06-06-92,13.60,3.526,5.26,23.1
07-06-92,14.30,0.000,5.23,23.8
08-06-92,117.10,29.586,4.89,21.2
09-06-92,341.80,50.923,5.00,22.3
10-06-92,163.10,3.586,5.01,22.5
11-06-92,220.80,26.228,5.06,22.5
12-06-92,137.60,0.784,5.04,22.5
13-06-92,117.60,0.762,5.00,23.0
14-06-92,226.60,28.448,5.11,23.0
15-06-92,140.50,6.175,5.07,23.3
16-06-92,126.10,2.940,5.20,24.7
17-06-92,221.60,7.766,5.31,25.2
18-06-92,262.80,10.886,5.10,24.3
19-06-92,334.10,3.912,5.12,24.5
20-06-92,227.30,4.396,4.94,23.8
21-06-92,367.30,10.344,5.07,24.3
22-06-92,586.00,41.589,4.99,24.2
23-06-92,717.00,34.284,5.07,25.0
24-06-92,705.00,18.296,4.99,24.4
25-06-92,355.00,9.639,4.98,24.2
26-06-92,502.00,29.350,5.00,24.6
27-06-92,279.00,0.476,5.00,24.5
28-06-92,146.00,2.708,4.89,23.8
29-06-92,213.00,11.862,4.93,24.4
30-06-92,117.00,0.046,4.88,24.1
01-07-92,87.10,0.000,4.99,24.7
02-07-92,74.50,0.922,4.94,24.5
03-07-92,72.10,0.126,4.94,24.4
04-07-92,68.50,0.000,5.01,24.5
05-07-92,53.70,9.513,5.08,25.5
06-07-92,126.00,9.809,4.92,24.2
07-07-92,182.00,0.644,4.92,24.3
08-07-92,198.00,12.805,4.84,23.8
09-07-92,339.00,19.118,4.97,24.6
10-07-92,778.00,39.017,4.83,23.0
11-07-92,391.00,19.148,4.68,22.2
12-07-92,315.00,13.139,4.67,22.2
13-07-92,272.00,13.481,4.52,20.6
14-07-92,243.00,3.214,4.93,23.7
15-07-92,352.00,12.600,4.93,23.6
16-07-92,189.00,1.348,4.76,22.5
17-07-92,284.00,18.119,4.97,23.8
18-07-92,270.00,11.600,4.83,22.7
19-07-92,231.00,2.128,4.98,23.5
20-07-92,399.00,14.152,4.99,23.5
21-07-92,431.00,13.527,5.10,24.4
22-07-92,569.00,24.329,4.98,23.7
23-07-92,447.00,13.094,5.11,24.4
24-07-92,414.00,11.265,5.00,23.6
25-07-92,336.00,11.149,5.07,24.2
26-07-92,231.00,4.000,5.04,24.0
27-07-92,183.00,1.222,5.12,24.4
28-07-92,157.00,9.933,5.09,24.4
29-07-92,136.00,0.000,4.99,23.6
30-07-92,172.00,23.772,4.82,22.8
31-07-92,354.00,38.757,4.69,22.1
01-08-92,644.00,9.508,4.80,23.2
02-08-92,298.00,5.850,4.82,23.5
03-08-92,216.00,1.146,4.91,24.3
04-08-92,249.00,11.637,4.72,23.2
05-08-92,290.00,10.206,4.81,23.9
06-08-92,271.00,12.374,4.76,23.9
07-08-92,516.00,17.397,4.72,23.7
08-08-92,300.00,12.311,4.75,24.0
09-08-92,252.00,1.456,4.74,24.4
10-08-92,230.00,0.630,4.74,24.5
11-08-92,224.00,1.400,4.77,24.8
12-08-92,197.00,1.323,4.69,24.7
13-08-92,215.00,1.441,4.72,24.4
14-08-92,176.00,5.828,4.67,24.7
15-08-92,198.00,9.279,4.53,24.2
16-08-92,180.00,0.784,4.54,24.6
17-08-92,487.00,30.848,4.43,24.0
18-08-92,606.00,20.943,4.42,23.9
19-08-92,509.00,14.704,4.36,23.6
20-08-92,419.00,13.110,4.44,24.2
21-08-92,455.00,14.117,4.32,23.8
22-08-92,324.00,13.549,4.38,24.6
23-08-92,385.00,2.264,4.33,23.9
24-08-92,388.00,31.703,4.20,22.9
25-08-92,757.00,11.489,4.17,22.9
26-08-92,616.00,6.862,4.11,22.4
27-08-92,522.00,17.897,4.26,23.5
28-08-92,531.00,4.226,4.25,23.6
29-08-92,375.00,6.848,4.41,24.7
30-08-92,254.00,0.322,4.50,25.5
31-08-92,245.00,3.726,4.43,24.9
01-09-92,208.00,0.875,4.35,25.2
02-09-92,215.00,13.989,4.32,24.9
03-09-92,279.00,1.829,4.28,24.4
04-09-92,194.00,24.310,4.27,24.2
05-09-92,457.00,0.560,4.18,23.6
06-09-92,286.00,18.291,4.14,23.6
07-09-92,373.00,1.092,4.24,24.2
08-09-92,254.00,1.668,4.16,23.9
09-09-92,231.00,6.388,4.19,23.8
10-09-92,261.00,1.953,4.21,23.6
11-09-92,397.00,31.863,4.21,24.4
12-09-92,455.00,28.575,4.08,23.0
13-09-92,562.00,22.563,3.91,22.0
14-09-92,683.00,1.857,3.96,22.4
15-09-92,281.00,0.278,4.07,23.3
16-09-92,301.00,18.504,4.14,24.2
17-09-92,268.00,7.623,4.06,23.0
18-09-92,203.00,0.000,4.00,23.2
19-09-92,185.00,0.000,3.94,22.4
20-09-92,157.00,0.000,3.96,22.7
21-09-92,138.00,0.000,4.01,23.3
22-09-92,122.00,0.000,3.94,22.9
23-09-92,112.00,0.000,3.90,22.7
24-09-92,105.00,8.924,3.90,23.3
25-09-92,97.30,0.000,3.80,22.3
26-09-92,197.00,0.000,3.76,22.5
27-09-92,167.00,31.563,3.70,22.8
28-09-92,402.00,27.023,3.48,21.4
29-09-92,494.00,20.795,3.48,21.5
30-09-92,193.00,13.309,3.27,19.6
01-10-92,142.00,0.763,3.32,21.4
02-10-92,122.00,1.323,3.24,21.4
03-10-92,213.00,28.413,3.31,22.1
04-10-92,407.00,11.592,3.18,21.1
05-10-92,271.00,9.513,3.09,20.4
06-10-92,155.00,0.690,3.08,19.9
07-10-92,87.20,0.000,3.09,20.1
08-10-92,82.40,0.000,3.14,20.9
09-10-92,75.80,0.000,3.16,21.5
10-10-92,73.60,0.000,3.08,20.7
11-10-92,69.60,1.323,2.99,20.5
12-10-92,81.60,16.068,2.68,18.7
13-10-92,215.00,17.245,2.73,19.4
14-10-92,266.00,20.663,2.99,21.6
15-10-92,426.00,32.823,2.97,21.7
16-10-92,663.00,42.876,2.64,19.3
17-10-92,879.00,0.000,2.69,19.5
18-10-92,289.00,2.450,2.68,19.6
19-10-92,191.00,1.296,2.79,20.1
20-10-92,136.00,0.000,2.76,19.7
21-10-92,121.00,0.000,2.72,18.7
22-10-92,111.00,0.000,2.69,18.7
23-10-92,107.00,0.000,2.60,16.5
